id,name,city,state,category,tags,price,duration_hours,rating,latitude,longitude,linked_place_id,near_place_name,popularity_score,image_url
A015,Jal Mahal Lakeside Photography Stop,Jaipur,Rajasthan,sightseeing,"lake,photography,short-stop,viewpoint",0,1,4.3,26.9538,75.8471,P015,Jal Mahal,74,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/East_facade_Hawa_Mahal_Jaipur_from_ground_level_%28July_2022%29_-_img_01.jpg/330px-East_facade_Hawa_Mahal_Jaipur_from_ground_level_%28July_2022%29_-_img_01.jpg
A016,Jantar Mantar Astronomy Tour,Jaipur,Rajasthan,cultural,"astronomy,guide,heritage,learning",400,1.5,4.5,26.9249,75.8248,P016,Jantar Mantar Jaipur,82,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Mughal_Empire%2C_1530.png/330px-Mughal_Empire%2C_1530.png
A017,Albert Hall Art and History Tour,Jaipur,Rajasthan,cultural,"museum,art,history,indo-saracenic",350,1.5,4.4,26.9125,75.8198,P017,Albert Hall Museum,78,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Albert_Hall_%28_Jaipur_%29.jpg/330px-Albert_Hall_%28_Jaipur_%29.jpg
A018,Johari Bazaar Shopping Trail,Jaipur,Rajasthan,shopping,"bazaar,jewelry,textiles,local",0,2.5,4.5,26.9232,75.8268,P018,Johari Bazaar,87,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/East_facade_Hawa_Mahal_Jaipur_from_ground_level_%28July_2022%29_-_img_01.jpg/330px-East_facade_Hawa_Mahal_Jaipur_from_ground_level_%28July_2022%29_-_img_01.jpg
A019,Patrika Gate Photo Session,Jaipur,Rajasthan,sightseeing,"photography,architecture,colorful,quick-stop",0,1,4.4,26.8509,75.8048,P019,Patrika Gate,73,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Rajasthan_Assembly.jpg/330px-Rajasthan_Assembly.jpg
A020,Jaigarh Fort Cannon Trail,Jaipur,Rajasthan,sightseeing,"fort,history,viewpoint,cannon",300,2,4.4,26.9852,75.8494,P020,Jaigarh Fort,79,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/East_facade_Hawa_Mahal_Jaipur_from_ground_level_%28July_2022%29_-_img_01.jpg/330px-East_facade_Hawa_Mahal_Jaipur_from_ground_level_%28July_2022%29_-_img_01.jpg
A021,City Palace Royal Gallery Tour,Udaipur,Rajasthan,cultural,"museum,royal,history,palace",600,2.5,4.8,24.5769,73.6837,P021,City Palace Udaipur,94,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/North_Gateway_-_Rear_Side_-_Stupa_1_-_Sanchi_Hill_2013-02-21_4480-4481.JPG/330px-North_Gateway_-_Rear_Side_-_Stupa_1_-_Sanchi_Hill_2013-02-21_4480-4481.JPG
A022,Lake Pichola Boat Ride,Udaipur,Rajasthan,sightseeing,"boat-ride,lake,sunset,scenic",500,1.5,4.8,24.5758,73.6810,P022,Lake Pichola,96,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Evening_view%2C_City_Palace%2C_Udaipur.jpg/330px-Evening_view%2C_City_Palace%2C_Udaipur.jpg
A023,Fateh Sagar Boating,Udaipur,Rajasthan,sightseeing,"boating,lake,family,evening",300,1.5,4.6,24.6017,73.6778,P023,Fateh Sagar Lake,85,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Fatehsagar_nehrugarden.jpg/330px-Fatehsagar_nehrugarden.jpg
A024,Monsoon Palace Sunset Visit,Udaipur,Rajasthan,sightseeing,"sunset,palace,viewpoint,hills",400,2,4.7,24.5928,73.6674,P024,Sajjangarh Monsoon Palace,89,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Fatehsagar_nehrugarden.jpg/330px-Fatehsagar_nehrugarden.jpg
A025,Bagore Cultural Dance Show,Udaipur,Rajasthan,cultural,"dance-show,folk,culture,evening",150,1.5,4.6,24.5800,73.6836,P025,Bagore Ki Haveli,88,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Evening_view%2C_City_Palace%2C_Udaipur.jpg/330px-Evening_view%2C_City_Palace%2C_Udaipur.jpg
A026,Saheliyon Ki Bari Garden Stroll,Udaipur,Rajasthan,sightseeing,"garden,walks,photography,relaxed",50,1,4.3,24.6011,73.6865,P026,Saheliyon Ki Bari,72,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Saheliyon-ki-Bari_Fountain.JPG/330px-Saheliyon-ki-Bari_Fountain.JPG
A027,Jagdish Temple Darshan,Udaipur,Rajasthan,cultural,"temple,spiritual,architecture,rituals",0,1,4.7,24.5790,73.6834,P027,Jagdish Temple,83,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Jagdish_Temple_Udaipur.jpg/330px-Jagdish_Temple_Udaipur.jpg
A028,Karni Mata Ropeway Ride,Udaipur,Rajasthan,adventure,"ropeway,viewpoint,sunset,hills",160,1,4.5,24.5716,73.6909,P028,Karni Mata Temple Ropeway,80,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Evening_view%2C_City_Palace%2C_Udaipur.jpg/330px-Evening_view%2C_City_Palace%2C_Udaipur.jpg
A029,Shilpgram Craft Shopping,Udaipur,Rajasthan,shopping,"crafts,market,culture,local-art",200,2,4.4,24.6226,73.6842,P029,Shilpgram,75,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Mandana_art_work_at_shilpgram.JPG/330px-Mandana_art_work_at_shilpgram.JPG
A030,Gangaur Ghat Evening Walk,Udaipur,Rajasthan,sightseeing,"ghat,lake,old-city,evening",0,1,4.5,24.5794,73.6832,P030,Gangaur Ghat,78,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Gangore_Nritya_Malwa_India.jpg/330px-Gangore_Nritya_Malwa_India.jpg
A031,Red Fort History Walk,Delhi,Delhi,cultural,"fort,history,guide,unesco",400,2.5,4.6,28.6564,77.2412,P031,Red Fort,91,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Daulatabad_Fort_a_view.JPG/330px-Daulatabad_Fort_a_view.JPG
A032,Qutub Minar Heritage Tour,Delhi,Delhi,cultural,"unesco,architecture,history,guide",350,2,4.7,28.5246,77.1857,P032,Qutub Minar,90,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Qutb_Minar_2022.jpg/330px-Qutb_Minar_2022.jpg
A033,India Gate Evening Stroll,Delhi,Delhi,sightseeing,"monument,evening,family,walks",0,1.5,4.5,28.6131,77.2297,P033,India Gate,86,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Sabarmati_riverside.jpg/330px-Sabarmati_riverside.jpg
A034,Humayun's Tomb Garden Walk,Delhi,Delhi,sightseeing,"heritage,gardens,photography,walks",40,1.5,4.6,28.5935,77.2509,P034,Humayun's Tomb,84,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Sunder_Nursery_Sep-2019.jpg/330px-Sunder_Nursery_Sep-2019.jpg
A035,Lotus Temple Quiet Visit,Delhi,Delhi,wellness,"peaceful,architecture,meditative,spiritual",0,1,4.4,28.5537,77.2590,P035,Lotus Temple,78,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Bah%C3%A1%27%C3%AD_House_of_Worship.jpg/330px-Bah%C3%A1%27%C3%AD_House_of_Worship.jpg
A036,Akshardham Evening Water Show,Delhi,Delhi,entertainment,"temple,show,family,cultural",170,2.5,4.7,28.6129,77.2775,P036,Akshardham,89,https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Cover_Image%2C_Transcendence_My_Spiritual_Experiences_with_Pramukh_Swamiji_by_Abdul_Kalam.jpg/250px-Cover_Image%2C_Transcendence_My_Spiritual_Experiences_with_Pramukh_Swamiji_by_Abdul_Kalam.jpg
A037,Chandni Chowk Food Trail,Delhi,Delhi,food,"street-food,market,old-delhi,local",1200,3,4.7,28.6508,77.2305,P037,Chandni Chowk,93,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Gurudwara_Sisganj_Sahib_Chandni_Chowk_19.jpg/330px-Gurudwara_Sisganj_Sahib_Chandni_Chowk_19.jpg
A038,Lodhi Garden Morning Walk,Delhi,Delhi,wellness,"garden,walks,jogging,relaxed",0,1.5,4.5,28.5933,77.2199,P038,Lodhi Garden,76,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Lodhi_Gardens_on_a_sunny_day.jpg/330px-Lodhi_Gardens_on_a_sunny_day.jpg
A039,National Museum Curated Visit,Delhi,Delhi,cultural,"museum,history,art,learning",100,2,4.4,28.6120,77.2198,P039,National Museum Delhi,73,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/India_national_museum_01.jpg/330px-India_national_museum_01.jpg
A040,Connaught Place Cafe and Shopping Loop,Delhi,Delhi,shopping,"shopping,cafes,central,urban",1000,2.5,4.5,28.6317,77.2169,P040,Connaught Place,85,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/DelhiMetroYellowLine.JPG/330px-DelhiMetroYellowLine.JPG
A041,Triveni Ghat Ganga Aarti,Rishikesh,Uttarakhand,cultural,"aarti,spiritual,evening,ganges",0,1.5,4.8,30.1086,78.2950,P041,Triveni Ghat,94,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Trayambakeshwar_Temple_VK.jpg/330px-Trayambakeshwar_Temple_VK.jpg
A042,Lakshman Jhula Riverside Walk,Rishikesh,Uttarakhand,sightseeing,"bridge,walks,river,landmark",0,1,4.4,30.1322,78.3305,P042,Lakshman Jhula,80,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Trayambakeshwar_Temple_VK.jpg/330px-Trayambakeshwar_Temple_VK.jpg
A043,Ram Jhula Cafe Walk,Rishikesh,Uttarakhand,sightseeing,"bridge,cafes,river,walks",0,1,4.4,30.1212,78.3211,P043,Ram Jhula,78,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Trayambakeshwar_Temple_VK.jpg/330px-Trayambakeshwar_Temple_VK.jpg
A044,Parmarth Niketan Yoga Session,Rishikesh,Uttarakhand,wellness,"yoga,ashram,wellness,spiritual",500,2,4.8,30.1272,78.3299,P044,Parmarth Niketan,90,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Pantoon_bridge_view_01.jpg/330px-Pantoon_bridge_view_01.jpg
A045,Beatles Ashram Exploration,Rishikesh,Uttarakhand,cultural,"ashram,graffiti,history,walks",200,2,4.5,30.1172,78.3258,P045,Beatles Ashram,82,https://upload.wikimedia.org/wikipedia/en/8/8e/Maharishi_Mahesh_Yogi%2C_the_Beatles_and_companions_in_Rishikesh_1968.jpg
A046,Neer Garh Waterfall Trek,Rishikesh,Uttarakhand,adventure,"trekking,waterfall,nature,scenic",150,2.5,4.6,30.1443,78.3329,P046,Neer Garh Waterfall,86,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Trayambakeshwar_Temple_VK.jpg/330px-Trayambakeshwar_Temple_VK.jpg
A047,Trayambakeshwar Temple Visit,Rishikesh,Uttarakhand,cultural,"temple,spiritual,river-view,rituals",0,1,4.5,30.1320,78.3306,P047,Trayambakeshwar Temple,77,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Trayambakeshwar_Temple_VK.jpg/330px-Trayambakeshwar_Temple_VK.jpg
A048,Shivpuri River Rafting,Rishikesh,Uttarakhand,adventure,"rafting,ganges,adventure,group",1800,3,4.8,30.1207,78.3998,P048,Shivpuri Riverside,95,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Trayambakeshwar_Temple_VK.jpg/330px-Trayambakeshwar_Temple_VK.jpg
A049,Vashishta Gufa Meditation Stop,Rishikesh,Uttarakhand,wellness,"meditation,cave,quiet,spiritual",0,1.5,4.6,30.0873,78.3537,P049,Vashishta Gufa,74,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Trayambakeshwar_Temple_VK.jpg/330px-Trayambakeshwar_Temple_VK.jpg
A050,Kunjapuri Sunrise Excursion,Rishikesh,Uttarakhand,sightseeing,"sunrise,viewpoint,temple,hills",600,2.5,4.8,30.1240,78.3638,P050,Kunjapuri Temple,88,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Trayambakeshwar_Temple_VK.jpg/330px-Trayambakeshwar_Temple_VK.jpg
A051,Hadimba Temple Forest Walk,Manali,Himachal Pradesh,sightseeing,"forest,temple,walks,photography",0,1.5,4.6,32.2432,77.1897,P051,Hadimba Devi Temple,86,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Hadimba_Devi_Temple%2C_Hidimba_Devi_Temple_Dhungari_Temple_Manali_and_around_vrtmrgmpksk_%2841%29.jpg/330px-Hadimba_Devi_Temple%2C_Hidimba_Devi_Temple_Dhungari_Temple_Manali_and_around_vrtmrgmpksk_%2841%29.jpg
A052,Solang Valley Adventure Pass,Manali,Himachal Pradesh,adventure,"zipline,paragliding,adventure,valley",2500,3,4.8,32.3172,77.1560,P052,Solang Valley,95,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Gulmarg_Gondola%2C_Cable_Car.JPG/330px-Gulmarg_Gondola%2C_Cable_Car.JPG
A053,Rohtang Scenic Excursion,Manali,Himachal Pradesh,sightseeing,"snow,viewpoint,road-trip,mountains",1800,4,4.7,32.3717,77.2465,P053,Rohtang Pass Viewpoint,92,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/India-locator-map-blank.svg/330px-India-locator-map-blank.svg.png
A054,Old Manali Cafe Crawl,Manali,Himachal Pradesh,food,"cafes,food,backpacker,walks",1200,2.5,4.5,32.2440,77.1888,P054,Old Manali,82,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Vikram_Batra_PVC.jpg/120px-Vikram_Batra_PVC.jpg
A055,Manu Temple Heritage Visit,Manali,Himachal Pradesh,cultural,"temple,heritage,spiritual,quiet",0,1,4.4,32.2460,77.1882,P055,Manu Temple,75,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Manali_City.jpg/330px-Manali_City.jpg
A056,Jogini Waterfall Trek,Manali,Himachal Pradesh,adventure,"trekking,waterfall,nature,scenic",300,2.5,4.7,32.2719,77.1872,P056,Jogini Waterfall,87,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Manali_City.jpg/330px-Manali_City.jpg
A057,Mall Road Shopping Trail,Manali,Himachal Pradesh,shopping,"market,shopping,local,winterwear",0,2,4.4,32.2398,77.1889,P057,Mall Road Manali,80,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Dharamshala_03_%28Cropped%29.jpg/330px-Dharamshala_03_%28Cropped%29.jpg
A058,Vashisht Hot Spring Dip,Manali,Himachal Pradesh,wellness,"hot-springs,relaxation,wellness,local",100,1.5,4.3,32.2526,77.1875,P058,Vashisht Hot Springs,74,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Manali_City.jpg/330px-Manali_City.jpg
A059,Monastery Culture Stop,Manali,Himachal Pradesh,cultural,"monastery,culture,quiet,spiritual",0,1,4.3,32.2394,77.1897,P059,Himalayan Nyinmapa Monastery,68,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Welcome_to_Military_Station_Karu%2C_Ladakh_-_sign.jpg/330px-Welcome_to_Military_Station_Karu%2C_Ladakh_-_sign.jpg
A060,Nehru Kund Scenic Halt,Manali,Himachal Pradesh,sightseeing,"spring,quick-stop,scenic,mountains",0,1,4.2,32.2679,77.1812,P060,Nehru Kund,66,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Manali_City.jpg/330px-Manali_City.jpg
A061,Gateway Harbour Photo Stop,Mumbai,Maharashtra,sightseeing,"monument,photography,harbour,iconic",0,1,4.5,18.9222,72.8349,P061,Gateway of India,90,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Mumbai_Airport_Aerial_View_%28cropped%29.png/330px-Mumbai_Airport_Aerial_View_%28cropped%29.png
A062,Marine Drive Evening Walk,Mumbai,Maharashtra,sightseeing,"waterfront,evening,walks,city-lights",0,2,4.8,18.9432,72.8240,P062,Marine Drive,95,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Mumbai_03-2016_30_Gateway_of_India.jpg/330px-Mumbai_03-2016_30_Gateway_of_India.jpg
A063,Elephanta Ferry and Cave Tour,Mumbai,Maharashtra,cultural,"boat-ride,caves,history,unesco",700,4,4.6,18.9635,72.9317,P063,Elephanta Caves,86,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Elephanta_Caves_Trimurti.jpg/330px-Elephanta_Caves_Trimurti.jpg
A064,CST Heritage Photo Walk,Mumbai,Maharashtra,cultural,"architecture,railway,history,city",300,1.5,4.5,18.9404,72.8358,P064,Chhatrapati Shivaji Maharaj Terminus,82,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/%E0%A6%93%E0%A6%B0%E0%A6%B2%E0%A6%BF%E0%A6%B0_%E0%A6%97%E0%A6%97%E0%A6%A8%E0%A6%B0%E0%A7%88%E0%A6%96%E0%A6%BF%E0%A6%95_%E0%A6%A6%E0%A7%83%E0%A6%B6%E0%A7%8D%E0%A6%AF.jpg/330px-%E0%A6%93%E0%A6%B0%E0%A6%B2%E0%A6%BF%E0%A6%B0_%E0%A6%97%E0%A6%97%E0%A6%A8%E0%A6%B0%E0%A7%88%E0%A6%96%E0%A6%BF%E0%A6%95_%E0%A6%A6%E0%A7%83%E0%A6%B6%E0%A7%8D%E0%A6%AF.jpg
A065,Juhu Street Food Evening,Mumbai,Maharashtra,food,"beach,street-food,sunset,local",900,2,4.5,19.0992,72.8268,P065,Juhu Beach,87,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Mumbai_03-2016_30_Gateway_of_India.jpg/330px-Mumbai_03-2016_30_Gateway_of_India.jpg
A066,Siddhivinayak Darshan,Mumbai,Maharashtra,cultural,"temple,spiritual,devotional,landmark",0,1.5,4.7,19.0178,72.8302,P066,Siddhivinayak Temple,89,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Titwala%2C_Maharashtra_421605%2C_India_-_panoramio_%2810%29.jpg/330px-Titwala%2C_Maharashtra_421605%2C_India_-_panoramio_%2810%29.jpg
A067,Colaba Causeway Shopping Loop,Mumbai,Maharashtra,shopping,"shopping,market,colaba,fashion",0,2,4.4,18.9219,72.8326,P067,Colaba Causeway,81,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/%E0%A6%93%E0%A6%B0%E0%A6%B2%E0%A6%BF%E0%A6%B0_%E0%A6%97%E0%A6%97%E0%A6%A8%E0%A6%B0%E0%A7%88%E0%A6%96%E0%A6%BF%E0%A6%95_%E0%A6%A6%E0%A7%83%E0%A6%B6%E0%A7%8D%E0%A6%AF.jpg/330px-%E0%A6%93%E0%A6%B0%E0%A6%B2%E0%A6%BF%E0%A6%B0_%E0%A6%97%E0%A6%97%E0%A6%A8%E0%A6%B0%E0%A7%88%E0%A6%96%E0%A6%BF%E0%A6%95_%E0%A6%A6%E0%A7%83%E0%A6%B6%E0%A7%8D%E0%A6%AF.jpg
A068,National Park Nature Trail,Mumbai,Maharashtra,adventure,"park,trail,nature,caves",250,3,4.5,19.2149,72.9108,P068,Sanjay Gandhi National Park,79,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/%E0%A6%93%E0%A6%B0%E0%A6%B2%E0%A6%BF%E0%A6%B0_%E0%A6%97%E0%A6%97%E0%A6%A8%E0%A6%B0%E0%A7%88%E0%A6%96%E0%A6%BF%E0%A6%95_%E0%A6%A6%E0%A7%83%E0%A6%B6%E0%A7%8D%E0%A6%AF.jpg/330px-%E0%A6%93%E0%A6%B0%E0%A6%B2%E0%A6%BF%E0%A6%B0_%E0%A6%97%E0%A6%97%E0%A6%A8%E0%A6%B0%E0%A7%88%E0%A6%96%E0%A6%BF%E0%A6%95_%E0%A6%A6%E0%A7%83%E0%A6%B6%E0%A7%8D%E0%A6%AF.jpg
A069,Haji Ali Sunset Visit,Mumbai,Maharashtra,sightseeing,"dargah,sunset,sea-view,landmark",0,1.5,4.5,18.9829,72.8091,P069,Haji Ali Dargah,80,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Mumbai_03-2016_12_Haji_Ali_Dargah.jpg/330px-Mumbai_03-2016_12_Haji_Ali_Dargah.jpg
A070,Bandra Fort Sea Link View,Mumbai,Maharashtra,sightseeing,"fort,sea-link,photography,viewpoint",0,1.5,4.3,19.0419,72.8172,P070,Bandra Fort,73,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Bandra%E2%80%93Worli_Sea_Link.jpg/330px-Bandra%E2%80%93Worli_Sea_Link.jpg
A071,Kashi Vishwanath Darshan,Varanasi,Uttar Pradesh,cultural,"temple,spiritual,pilgrimage,rituals",0,1.5,4.8,25.3111,83.0109,P071,Kashi Vishwanath Temple,96,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Kashi_Vishwanath.jpg/330px-Kashi_Vishwanath.jpg
A072,Dashashwamedh Ghat Aarti,Varanasi,Uttar Pradesh,cultural,"aarti,ghat,spiritual,evening",0,1.5,4.9,25.3066,83.0110,P072,Dashashwamedh Ghat,98,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Dasaswamedh_ghat-varanasi_india-andres_larin.jpg/330px-Dasaswamedh_ghat-varanasi_india-andres_larin.jpg
A073,Assi Ghat Sunrise Boat Ride,Varanasi,Uttar Pradesh,sightseeing,"boat-ride,sunrise,ghat,ganges",600,1.5,4.7,25.2872,83.0055,P073,Assi Ghat,88,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg/330px-Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg
A074,Sarnath Buddhist Circuit,Varanasi,Uttar Pradesh,cultural,"buddhist,history,day-trip,guide",500,3,4.6,25.3813,83.0219,P074,Sarnath,84,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Pilgrims%2C_Tsurphu_1993.JPG/330px-Pilgrims%2C_Tsurphu_1993.JPG
A075,Ramnagar Fort Museum Visit,Varanasi,Uttar Pradesh,cultural,"fort,museum,history,heritage",100,2,4.1,25.2709,83.0232,P075,Ramnagar Fort,68,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Entrance_area_of_Ramnagar_Fort.jpg/330px-Entrance_area_of_Ramnagar_Fort.jpg
A076,Manikarnika Heritage Walk,Varanasi,Uttar Pradesh,cultural,"ghat,rituals,history,guide",300,1,4.3,25.3119,83.0097,P076,Manikarnika Ghat,74,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg/330px-Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg
A077,BHU Campus and Temple Tour,Varanasi,Uttar Pradesh,sightseeing,"campus,temple,walks,culture",0,1.5,4.4,25.2679,82.9915,P077,Banaras Hindu University,70,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/New_Vishwanath_Temple_%28BHU%29.jpg/330px-New_Vishwanath_Temple_%28BHU%29.jpg
